  0     ,1                   ,2                   ,3                   ,  4                ,  5                ,  6                 ,7                   ,8                     ,  9                 ,10                  ,11                  , 12                 , 13                 , 14                 , 15                 , 16                 , 17                 , 18                 , 19                 , 20                 , 21                 , 22                  , 23                 , 24                 , 25                  ,26                  , 27                 ,28                  ,29                  ,30                  ,31                  ,32                  ,33                  ,34                  ,35                  ,36                  ,37                  ,38                  ,39                  ,40                  ,41                  ,42                  ,43                  ,44                   ,45                  ,46                  ,47                  ,48                  ,49                  ,50                  ,51                  , 52     ,53                    , 54                , 55                ,56                   , 57                , 58                ,59                  ,60                  ,61                  , 62                , 63                , 64                , 65                 , 66                 , 67                , 68                 , 69                 , 70                 , 71                , 72                , 73                 , 74                 , 75                , 76                , 77                 , 78                 , 79                , 80                , 81                , 82                 , 83                , 84                , 85                 , 86                 ,87                  , 88                 ,89                  ,90                  ,91                  , 92                , 93                 ,94                  ,95                  , 96                 , 97                 , 98                 , 99                 ,100                ,101                ,102                ,103
376.672 ,-166.99999952254993 ,-216.45786168218288 ,-24.730509589396515 ,170.01179580113333 ,157.68995001988432 , 55.585636349078136 ,58.704771279099674  ,15.418881577150955    , 74.13470242331043  ,10.99905475323387   ,32.58359474974927   , 60.21224792797139  , 72.2988957818049   , 85.24898837588219  , 92.15654629783269  , 63.877547172662695 , 47.25741980515422  , 31.51336525452933  , 97.33563622971562  , 38.51089822253816  , 22.765265162333254 , 16.642226501627988  , 91.29310155758891  , 14.018743579717198 ,  9.644693533619158  ,4.396149180217551   , 71.32337686138311  ,66.25478260009818   ,-0.8508166636041224 ,-2.60138378779128   ,-29.28450972761114  ,0.16416499631689932 ,37.6474534822943    ,70.66671687611543   ,94.76266561436377   ,34.97030123466453   ,92.08551336673399   ,95.65452352704705   ,99.22511219694012   ,19.799245661568815  ,92.08551336673399   ,98.33167577467691   ,33.98531125676305   ,5.520048001156468    ,20.691103574252097  ,21.582961486935467  ,24.927823286892817  ,-2.5129872513129636 ,9.08905816146961    ,11.766210409099385  ,13.551504744045967  ,304.139 ,-0.012628076639823604 ,238.17657499299577 ,300.000481202117   ,0.06629740235871501  ,238.1892030696355  ,318.48798540273043 ,-148.55827209975553 ,-173.25247596881266 ,-176.3463547455547  ,289.06614534166187 ,268.3466285949703  ,244.1717543777234  ,238.12764119601667  ,232.94855126413376  ,270.07193956587787 ,341.4884484924794   ,326.61730973957805  ,308.24819375746233  ,294.24681378312476 ,341.4884484924794  ,316.1217995423548   ,300.3761664821499   ,314.9679090393964  ,334.49091552447055 ,320.4942710788729   ,304.75021652824796  ,335.7584587171868  ,336.55244903591176 ,327.49180404688167 ,319.6197767715692   ,303.4447891056125  ,285.59658128488695 ,261.5006325466386   ,241.86713039096654  ,237.4062623179702   ,281.1341347023106   ,273.9945358721044   ,273.9945358721044   ,288.2737335325167   ,300.7676368579826  ,289.16716995478004  ,300.7676368579826   ,336.71977105138865  ,310.5843879358186   ,333.78847876138366  ,332.8950423391203   ,336.71977105138865  ,323.07829126128445 ,337.3574889216967  ,340.03464116932656 ,338.25092534396
378.611 ,-166.99999892685344 ,-219.44870479004146 ,-30.95111032439004  ,166.92111445768126 ,154.5709619640874  , 80.356453366916    ,46.29729495714277   ,6.143522459128097     , 64.92349581807397  ,10.993339623832725  ,32.566664253035945  , 60.18096153144346  , 72.26132914046863  , 85.20469284223722  , 92.10866158418493  , 62.768372120290486 , 42.05962127321409  , 25.664273200471648 , 97.2850604512623   , 36.0186486240098   , 17.897308365780432 , 11.856335716576144  , 91.24566549144151  , 12.719331809319652 ,  4.953944664011843  ,-1.9500240779358644 , 71.28631710150061  ,66.22035649126434   ,-5.402008448909718  ,-8.852415130500166  ,-41.17453752910245  ,-6.771442833738467  ,33.96765242553362   ,62.93876257370237   ,85.57229446857951   ,27.631651861625425  ,84.66670076248305   ,85.57229446857951   ,91.90987272187111   ,13.145307942849305  ,33.96765242553362   ,37.59002724991936   ,33.96765242553362   ,-0.43386458044686305 ,21.29407360833382   ,25.820464449432514  ,24.91487074333615   ,-8.582630245931378  ,5.9037136728447415  ,9.524510807847069   ,11.33569822003989   ,304.124 ,-0.018932272601319942 ,241.13088998670227 ,299.93768406516665 ,0.08046215855558733  ,234.98105677004045 ,293.70107793241544 ,-148.40061878544077 ,-173.18296362056762 ,-176.16952962342575 ,288.91594603243203 ,268.2071951853557  ,244.04488227792203 ,238.00390962871776  ,232.82751076164038  ,269.9316096814591  ,338.96498634340276  ,324.2956304561473   ,310.4892706616352   ,294.0939225888928  ,346.731951178094   ,321.7066421779169   ,301.860887423584    ,314.8042511253526  ,338.96498634340276 ,322.5696382706604   ,307.9002823834049   ,335.58399799468395 ,336.37757575455583 ,330.3366031053516  ,321.7066421779169   ,302.1432938232204  ,284.9417464755384  ,262.3082145806613   ,242.38988611469     ,234.24269813858896  ,284.03615276944197  ,272.2665899689552   ,269.5498088506659   ,281.31937165115266  ,301.23770011712395 ,337.45040453529737  ,342.88238908249247  ,336.5448108292008   ,313.0072629176107   ,340.1671856535866   ,342.88238908249247  ,336.5448108292008   ,324.77524802871403 ,341.97679537639596 ,344.6935764946854  ,344.6935764946854
380.531 ,-166.99999475564252 ,-218.5635837653185  ,-36.35415160210226  ,164.0811840505405  ,148.9337500567767  , 76.04718703786871  ,30.55063206949357   ,-0.01860102414297715  , 57.74997962256083  ,6.4561054629581065  ,27.07689081079274   , 56.29134931268247  , 70.03905623968727  , 81.20897123754465  , 87.22330237710703  , 82.06771851881211  , 36.529311246115206 , 21.062559671230364 , 94.95667816454953  , 71.7565508022221   , 13.329183883787856 ,  6.4561054629581065 , 85.50425772922698  , 70.89780352095472  , 10.751391954640352  ,10.751391954640352  , 70.03905623968727  ,59.72788852309734   ,40.82459773779754   ,21.921306952497737  ,-45.63916282013793  ,-11.37142609273962  ,29.92594767535858   ,59.79919244897874   ,82.6443502672443    ,26.410354112336076  ,77.37251000805581   ,87.03884222102255   ,91.43178408945549   ,11.473731725525951  ,27.289252503091724  ,33.439991153035876  ,33.439991153035876  ,-4.341789052039733   ,16.74557198471454   ,21.138513853147483  ,20.261165547737047  ,-15.764367961172564 ,-0.8277455743624392 ,5.322993075581712   ,12.352630116281599  ,304.169 ,-0.04185230432167656  ,233.85672578153566 ,294.4666128660792  ,0.0744040965719086   ,233.80247279445194 ,288.472432836005   ,-148.8004427170853  ,-173.18328519783694 ,-176.1671994874394  ,287.6105853840471  ,261.8342161779174  ,237.77534153432273 ,232.61975767602772  ,227.46417381773273  ,266.9882499508672  ,273.8628784570423   ,317.6837911672043   ,304.79483152146685  ,289.32963003192714 ,288.4693326653145  ,303.93608424019936  ,296.20270845275695  ,310.80916266102923 ,309.95041537976175 ,310.80916266102923  ,297.0614557340243   ,329.71245344632905 ,330.5712007275964  ,316.8234938005916  ,308.2313707318817   ,291.62375634289424 ,275.8082355653286  ,254.719324443229    ,236.26865857874157  ,227.48122475653048  ,276.68713395608415  ,260.87006309317326  ,266.14190335236174  ,275.8082355653286   ,295.13779982057156 ,325.89149307029254  ,337.3140719794254   ,332.9195800256472   ,304.8025819481931   ,329.40553654797     ,338.19142028483583  ,333.7984784164028   ,317.9829576388371  ,332.0422317202369  ,339.07031867559147 ,341.70701384785843
380.501 ,-166.9999916751928  ,-218.7082636146673  ,-33.28678325895857  ,164.18822547063195 ,149.06238112805994 , 76.05416597102332  ,30.64096243988472   ,0.07754457265751805   , 57.84049674522958  ,4.446405796181103   ,18.87124720192931   , 89.29722808947122  , 67.23579716841232  , 76.56906193346911  , 91.84224096409041  , 74.87238668372301  , 65.53912191866623  , 62.144220527720904 , 97.78215522965492  , 68.08413479328541  , 42.629353372734315 , 34.992763857423704  , 85.90232669852583  , 70.62914766790452  , 67.23579716841232   ,70.62914766790452   , 56.20430626215631  ,67.23579716841232   ,56.20430626215631   ,18.0213586856031    ,-47.69146307581587  ,-14.289913849324174 ,24.386217209330802  ,58.66712188975856   ,79.76234743550494   ,17.354475360748587  ,75.3671210572778    ,86.79408928408705   ,77.12583196514994   ,8.56402260429442    ,87.67344473802312   ,86.79408928408705   ,71.85125013298675   ,-4.620105638933851   ,99.10041296483237   ,85.91473383015108   ,68.33537920869568   ,-14.289913849324174 ,93.82583113266926   ,80.64170288944099   ,67.45602375475961   ,304.17  ,-0.05273030940708758  ,233.90699985553735 ,291.6063654785303  ,0.10856240172048999  ,230.9122284595047  ,291.5955092383582  ,-148.94606426907367 ,-176.28672969665513 ,-176.31464574281185 ,287.8640644020793  ,262.40773209007506 ,267.49930873076653 ,233.55960017003176  ,220.83143401402964  ,268.34764635563954 ,254.77114257476444  ,240.34630116901616  ,227.61968590446725  ,294.65231629251684 ,273.43922299633107 ,266.65097110589346  ,265.80263348102045  ,308.2272691819389  ,300.59067966662826 ,304.83391868244667  ,309.07715769826507  ,328.5920248532517  ,321.8037729628141  ,320.9554353379411  ,302.2889058078276   ,287.79272339523436 ,270.21336877377905 ,250.87530324445163  ,235.9324640933513   ,222.74833585012306  ,270.21336877377905  ,250.87530324445163  ,262.3022714712609   ,270.21336877377905  ,287.79272339523436 ,264.9387869416159   ,286.0355633788154   ,290.4307897570426   ,300.0990470759797   ,285.15620792487937  ,302.7355625463347   ,306.2514334706258   ,313.283175319208   ,306.2514334706258  ,317.678401697435   ,315.92124168101606
380.499 ,-166.9999979181021  ,-224.71676820413302 ,-42.52324815558746  ,164.2203356763711  ,151.98330697937578 , 88.23566236530354  ,30.54526164294976   ,0.05118797654966894   , 57.899806080966314 ,117.44848546715582  ,99.023916210861     , 82.27303867266191  , 62.173226547466754 , 65.52371228526742  , 84.78590297601245  , 64.6860908508173   , 43.74865729117183  , 31.185886925223713 , 73.06075404451454  , 52.960941919319296 , 25.324088034877008 ,  9.41238308193272   , 69.71181945751829  , 42.073414422271505 , 16.94942484117976   ,-0.6375229806648601 , 63.84846941636708  ,32.02350835967392   ,14.436560537829216  ,1.0361687374308832  ,-41.63909219700117  ,-15.114413439412152 ,15.832596261912899  ,49.432073838996814  ,68.88350492789534   ,28.210779682121032  ,70.65181684506801   ,88.33648716759846   ,93.6414229191163    ,30.863247557879987  ,82.14739545749444   ,93.6414229191163    ,103.36713846356555  ,20.253376054844345   ,81.26323949890806   ,92.75726696053      ,98.06220271204782   ,14.064284344740233  ,71.5359728036543    ,84.79986333325331   ,91.87311100194371   ,304.185 ,-0.026369563677128897 ,233.98489426124374 ,267.3408411620153  ,2.914612361725743    ,230.88104150136442 ,288.5791979777409  ,-146.07497356489296 ,-173.35351161348711 ,-173.3364489546372  ,304.27063951644095 ,270.77043559084734 ,237.27023166525387 ,218.00804097450882  ,201.25871458711433  ,269.09519272194706 ,290.0326262815924   ,290.8702477160426   ,289.1950048471423   ,293.38311201939314 ,310.1324384067876  ,298.40728947528964  ,289.1950048471423   ,318.5071016004849  ,319.34472303493504 ,308.45719553788723  ,295.89442517193913  ,331.069871966433   ,327.71938622863235 ,319.34472303493504 ,310.9700598412378   ,269.507798835954   ,244.74988084473307 ,224.41274264644366  ,219.10780689492583  ,203.19299964037245  ,240.32910105180153  ,231.48754146593856  ,235.02416530028378  ,243.86572488614678  ,260.6646880992864  ,249.17066063766458  ,254.47559638918233  ,258.89637618211384  ,291.61169780061147  ,274.8127345874717   ,274.8127345874717   ,273.9285786288854   ,310.1805240817283  ,287.19091800767995 ,283.6542941733348  ,285.4226060905074
380.508 ,-166.9999999351911  ,-230.79569653849916 ,-54.58831011133405  ,164.15574411132724 ,151.96297459812203 ,103.28649829298712  ,30.478822086367526  ,0.0031016966454498578 , 57.85749837562269  ,112.32639316610758  ,103.95956646504648  , 96.42864700993019  , 78.85598466521799  , 76.34516123073827  ,103.12210837077907  , 80.52935000543022  , 57.93659164008126  , 44.54811807006091  , 94.75528166971806  , 65.46751109519755  , 37.85465670921202  , 18.608629024287605  , 85.54944602606679  , 52.91649561944469  , 28.650371913883607  ,10.241802323226592  , 72.16252330436912  ,43.712210824116184  ,26.139548479403892  ,11.077709569171319  ,-61.12668663991114  ,-35.616782579530664 ,3.5591969006367417  ,36.35653722946697   ,57.311599766026156  ,11.758531982844255  ,58.22194773146133   ,79.17701026802051   ,90.11049094317907   ,14.491126727472533  ,60.044194510654435  ,84.64375060559975   ,101.04242077001486  ,13.580778762037363   ,56.39970095226822   ,79.17701026802051   ,93.75343365324251   ,15.403025541230472  ,50.02261264925372   ,64.6005868827985    ,77.3547634888274    ,304.164 ,-0.004652544968130709 ,240.01083727208675 ,252.1943016953556  ,0.11941532084924651  ,227.88940678172654 ,285.64299831972716 ,-146.00151364559585 ,-173.2762830972289  ,-173.2390627374837  ,294.65963046800687 ,268.72014142223355 ,244.45401771667247 ,221.02535210537877  ,194.24840496533798  ,278.7618843118295  ,280.4352496520417   ,275.41515363140513  ,269.55759951650094  ,300.5171845829109  ,300.5171845829109  ,290.4769925416377   ,281.27270774630915  ,314.74311624719877 ,314.74311624719877 ,301.3546426771784   ,292.98626512779464  ,327.2941317229517  ,323.94740104252725 ,314.74311624719877 ,307.21219679208247  ,259.8585941062256  ,236.17093682503815 ,215.21587428847897  ,202.46169768245008  ,182.41853395964873  ,215.21587428847897  ,216.12777310223683  ,219.77226666062305  ,227.97160174283056  ,230.70419648745883 ,229.79384852202367  ,237.082835638796    ,244.37027190724567  ,250.74736021026015  ,248.01476546563188  ,252.56960698945326  ,258.0363473270325   ,268.9698280021911  ,267.147581222998   ,266.23568240924004 ,266.23568240924004
376.666 ,-166.99999988061265 ,-238.07820562457158 ,-86.68023815706191  ,173.161563424915   ,167.03788804998575 ,145.38322057952803  ,34.09935243580126   ,-0.03630949564927155  , 61.97399437834485  ,159.4870916286692   ,148.86261746695888  ,135.78488433833957  ,135.78488433833957  ,141.50599791367958  ,164.39203088876334  ,155.40148403126852  ,136.60263732730928  ,126.79433748084476  ,156.21765834651433  ,131.69769806721507  ,107.99549077688543  , 89.1966440729261    ,143.14150389161895  ,116.16828464541061  , 90.83215005086547   ,71.21555035793651   ,128.42826478506018  ,103.09213019051515  ,86.74496377974096   ,70.39779736896688   ,-98.7128892804729   ,-70.45147227557877  ,-42.19005527068465  ,-11.192796702306936 ,6.12841139610095    ,-36.719950817441486 ,3.3941485063412893  ,30.744670772556923  ,51.712615173126885  ,-33.98410925395798  ,11.598515849344023  ,40.77240626664065   ,67.21045512045377   ,-34.896582666360494  ,9.775147698263028   ,36.213196552076155  ,60.82945592853204   ,-33.07321451527941  ,1.570780355260295   ,22.53872475583026   ,44.419142568802734  ,304.19  ,0.006314694895548896  ,238.13819522607898 ,244.2902867280382  ,2.977378643237126    ,225.69193158701162 ,275.22913436863223 ,-148.53109598494413 ,-176.36784975811466 ,-173.4267806105268  ,287.4906931820057  ,267.87409348907676 ,236.81526664546786 ,210.66137906195308  ,182.87198550049897  ,262.97073290270646 ,260.51905260952134  ,253.16243305624195  ,249.89299977408717  ,282.5873325956354  ,280.13407362872647 ,267.87409348907676  ,255.61411334942719  ,300.5684263106251  ,294.0295597463154  ,280.13407362872647  ,267.87409348907676  ,314.46233375449026 ,307.1072928749348  ,296.4812400395006  ,286.6729401930361   ,241.76283009610682 ,213.5014130912126  ,184.32752267391606  ,165.18294642442712  ,146.03679150121428  ,188.88515371475674  ,184.32752267391606  ,184.32752267391606  ,184.32752267391606  ,212.5889396788102  ,207.11883522556704  ,206.20794048688845  ,205.29546707448603  ,234.46935749178266  ,231.73351592829917  ,227.17588488745852  ,224.440043323975    ,256.34977530475504 ,255.43730189235262 ,251.79056559019057 ,249.0563027004309
372.74  ,-166.99998839533703 ,-247.17249979632805 ,-112.49545974941547 ,182.978786876871   ,150.8098431482829  ,163.63482361721017  ,41.60582256111506   ,0.0278518993321042    , 70.56852117247132  ,205.8599413517099   ,178.8419606525427   ,183.0639809218868   ,189.81888568343354  ,194.04090595277765  ,216.83686638260062  ,193.19551889069706  ,178.8419606525427   ,169.5541713987935   ,206.70532841379037  ,183.90772963694786  ,159.42263342998334  ,145.06907519182894   ,199.10667493718273  ,171.24330717593506  ,152.66772866843658   ,140.00330620742386  ,184.75311669902837  ,159.42263342998334  ,151.8239799533756   ,145.06907519182894  ,-126.88178492796054 ,-103.73521823595685 ,-76.73198265996561  ,-49.727108736954776 ,-32.36882206497149  ,-75.76699626545886  ,-41.04714622745338  ,-15.008897045968709 ,6.209335204041137   ,-71.91032738147129  ,-25.617193997463932 ,4.281000762047399   ,25.49759466503775   ,-71.91032738147129   ,-23.6888595554701   ,4.281000762047399   ,22.604273828537256  ,-65.15869931396372  ,-25.617193997463932 ,-3.435613699966918  ,11.995976877042127  ,304.219 ,-0.06225718674238344  ,250.3099343387393  ,234.21972825987694 ,3.06043223249312     ,230.95777934398092 ,292.03371788526107 ,-154.18319966150736 ,-183.00500042918355 ,-180.00191034237417 ,275.0375059045952  ,242.11000750596196 ,227.75644926780768 ,200.73846856864057  ,172.03135209233184  ,247.17577649036713 ,249.70866098256968  ,248.01952520542812  ,247.17577649036713  ,274.1937571895342  ,282.63779772822244 ,267.43885242798757  ,253.9306812519138   ,295.30222018923524 ,300.36798917364035 ,287.70356671262755  ,274.1937571895342   ,313.87779869673363 ,316.41068318893616 ,307.122893935187   ,296.14596890429624  ,238.55315612654945 ,206.72826527206388 ,171.04342883955175  ,147.89686214754798  ,132.46690991755852  ,177.79505690705932  ,170.0800807920646   ,168.15010800305126  ,163.32845272455702  ,201.90497164655017 ,194.18999553155544  ,192.26166108956158  ,187.4383674640478   ,225.05153833855383  ,218.30154861806577  ,213.47825499255194  ,208.6565997140577   ,248.1981050305575  ,245.3047841940571  ,239.51814252105612 ,233.73150084805522
372.749 ,-166.99997657484872 ,-245.8071111291701  ,-129.12906509194679 ,179.60860346570774 ,148.046830157913   ,182.6658738380959   ,37.817839456448034  ,-0.07880391806792597  , 69.15445871262031  ,211.73647838901047  ,197.45045381356385  ,190.7279971294068   ,197.45045381356385  ,204.1729104977208   ,217.61782386603494  ,222.6596663791527   ,221.82016341524601  ,218.45893507316754  ,213.41709256004975  ,216.77832090212826  ,178.1241949682252   ,161.31805325783262   ,203.33340753381412  ,192.40861130044598  ,170.56062707693565   ,159.63743908679342  ,188.20787999446082  ,178.1241949682252   ,166.35989577095037  ,152.07387119550376  ,-132.7717359985534  ,-116.48666509334429 ,-90.62450577805014  ,-65.7192511821516   ,-51.351206202185274 ,-88.70908809603318  ,-56.14055452884072  ,-32.19381289556361  ,-11.119393663699066 ,-83.91973976937774  ,-41.77250954887449  ,-11.119393663699066 ,10.911930287561084  ,-81.04580912473926   ,-34.10923057758057  ,-9.203975981682023  ,9.953417324939643   ,-74.33943487284103  ,-33.15071761495913  ,-16.867254952975856 ,-2.4992099730096293 ,304.23  ,-0.08845337742312998  ,248.8482990692995  ,226.654542552226   ,3.004198345934288    ,229.8822867065569  ,273.94332636585125 ,-151.37589363547414 ,-179.6809744108722  ,-176.7427140371988  ,252.34944457202909 ,229.66195738461204 ,211.17520150318015 ,180.08303521734086  ,151.51259430967343  ,235.54330286163648 ,224.62011487149428  ,217.8976581873372   ,205.2922477829298   ,251.5099416081224  ,251.5099416081224  ,238.0650282398083   ,227.98134321357276  ,269.99669748955426 ,260.75251542722543 ,244.78748492396534  ,230.50146034851872  ,276.71915417371133 ,271.67731166059355 ,264.9548549764365  ,251.5099416081224   ,226.9938818728856  ,194.42534830569315 ,158.98288409386228  ,136.9515601426022   ,113.96333147194646  ,164.73074538313915  ,156.11056169244972  ,153.23663104781133  ,149.40418744055148  ,190.59451294165913 ,181.97272100774387  ,176.22485971846697  ,172.394024354433    ,213.5827416123149   ,205.91946264102097  ,199.2146966323486   ,191.55141766105476  ,237.529483245592   ,229.86781251752402 ,224.11995122824712 ,218.37208993897025
370.774 ,-166.99993998771777 ,-252.03795301184823 ,-132.49854586201107 ,179.66948900799943 ,160.77376161203648 ,192.19585201395662  ,40.872367347334006  ,0.040220790540540126  , 69.3744283560083   ,200.36389015693695  ,206.966535132078    ,187.16020903827643  ,192.66241318422726  ,197.0625676693664   ,216.86889376316793  ,224.57037073587762  ,221.27065707992872  ,214.6680121047876   ,209.16580795883675  ,214.6680121047876   ,176.1574095779962   ,164.0541692885259    ,195.96212684017615  ,188.26064986746658  ,164.0541692885259    ,154.1502018258143   ,176.1574095779962   ,166.25344211528466  ,162.95372845933568  ,153.04976099662406  ,-152.60733230067774 ,-129.17469973173777 ,-101.83743281711857 ,-78.40480024817857  ,-64.73616679086902  ,-97.93118963981776  ,-65.71272758519427  ,-42.28009501625419  ,-20.800584035964608 ,-92.07343370548823  ,-52.04409412788462  ,-21.777144830289853 ,3.608609327300534   ,-91.09687291116298   ,-47.16129015625866  ,-19.824023241639452 ,3.608609327300534   ,-87.19223856548385  ,-49.11441174490906  ,-27.634900764619477 ,-11.03658492433427  ,304.218 ,-0.14157718270286584  ,252.0508236648212  ,207.96561956910588 ,3.0278211118946223   ,302.3702502943259  ,252.0315176853617  ,-151.3395729828388  ,-176.76393909934814 ,-176.67062686529403 ,232.1173998729114  ,211.2122417815412  ,180.4031162274595  ,150.69443150256788  ,117.6860331217274   ,205.71003763559037 ,190.30547485854942  ,176.00135291069878  ,160.59679013365792  ,228.8176862169625  ,212.31268261073143 ,202.4103239796414   ,185.9053203734104   ,248.6224034791425  ,233.21784070210154 ,215.614005098302    ,210.11180095235108  ,265.1274070853735  ,257.4259301126639  ,232.1173998729114  ,212.31268261073143  ,216.84958778370847 ,182.67800414043447 ,143.62361652553454  ,120.19259278821613  ,95.783399424951     ,149.48298129148574  ,140.69554297418057  ,134.83778703985095  ,134.83778703985095  ,172.91400502880416 ,165.10312750582412  ,159.2453715714945   ,156.31729802014053  ,196.34663759774412  ,189.51232086908925  ,182.67800414043447  ,177.7968090004301   ,220.75583096100928 ,214.89807502667963 ,211.96839264370408 ,205.13407591504932
