0        ,1        ,2        ,3        ,4        ,5        ,6         ,7        ,8        ,9        ,10         ,11         ,12         ,13         ,14         ,15         ,16         ,17         ,18         ,19         ,20         ,21         ,22         ,23         ,24         ,25         ,26         ,27         ,28         ,29         ,30         ,31        ,32         ,33        ,34        ,35        ,36         ,37         ,38         ,39         ,40        ,41         ,42        ,43         ,44        ,45        ,46         ,47         ,48         ,49         ,50         ,51         ,52        ,53        ,54        ,55        ,56        ,57        ,58         ,59        ,60        ,61        ,62         ,63         ,64         ,65         ,66         ,67         ,68         ,69         ,70         ,71         ,72         ,73         ,74         ,75         ,76         ,77         ,78         ,79         ,80         ,81         ,82         ,83        ,84         ,85        ,86        ,87        ,88         ,89         ,90         ,91         ,92        ,93         ,94        ,95         ,96        ,97        ,98         ,99         ,100         ,101         ,102         ,103
0.80434  ,0.709492 ,0.739376 ,0.768345 ,0.67047  ,0.718836 ,0.399394  ,0.934659 ,0.921613 ,0.860892 , 0.0267824 , 0.0267308 , 0.0257823 , 0.0239939 , 0.0271395 , 0.060276  , 0.39425   , 0.52156   , 0.676356  , 0.0536609 , 0.134436  , 0.379025  , 0.623086  , 0.0763612 , 0.107428  , 0.258158  , 0.6161    , 0.0544795 , 0.096833  , 0.263248  , 0.377253  , 0.215955 , 0.319145  , 0.468742 , 0.676875 , 0.704724 , 0.270612  , 0.157143  , 0.156709  , 0.142273  , 0.474339 , 0.176086  , 0.116755 , 0.0953971 , 0.513057 , 0.17955  , 0.103176  , 0.0654934 , 0.535722  , 0.289898  , 0.18184   , 0.108638  , 0.80434  , 0.709492 , 0.739376 , 0.768345 , 0.67047  , 0.718836 , 0.399394  , 0.934659 , 0.921613 , 0.860892 , 0.0267824 , 0.0267308 , 0.0257823 , 0.0239939 , 0.0271395 , 0.060276  , 0.39425   , 0.52156   , 0.676356  , 0.0536609 , 0.134436  , 0.379025  , 0.623086  , 0.0763612 , 0.107428  , 0.258158  , 0.6161    , 0.0544795 , 0.096833  , 0.263248  , 0.377253  , 0.215955 , 0.319145  , 0.468742 , 0.676875 , 0.704724 , 0.270612  , 0.157143  , 0.156709  , 0.142273  , 0.474339 , 0.176086  , 0.116755 , 0.0953971 , 0.513057 , 0.17955  , 0.103176  , 0.0654934 ,  0.535722  ,  0.289898  ,  0.18184   ,  0.108638
0.814806 ,0.713728 ,0.739721 ,0.778005 ,0.67988  ,0.720721 ,0.599423  ,0.885455 ,0.924861 ,0.872402 , 0.162484  , 0.401352  , 0.573035  , 0.408216  , 0.602028  , 0.38833   , 0.476418  , 0.512838  , 0.654071  , 0.352434  , 0.235322  , 0.457134  , 0.605481  , 0.308364  , 0.140847  , 0.378498  , 0.593425  , 0.0986947 , 0.181037  , 0.363702  , 0.460674  , 0.339641 , 0.399322  , 0.629274 , 0.743086 , 0.762355 , 0.35635   , 0.129255  , 0.113829  , 0.0891909 , 0.563427 , 0.159824  , 0.157764 , 0.126854  , 0.598581 , 0.322152 , 0.211572  , 0.181255  , 0.70369   , 0.558605  , 0.472044  , 0.29326   , 0.814806 , 0.713728 , 0.739721 , 0.778005 , 0.67988  , 0.720721 , 0.599423  , 0.885455 , 0.924861 , 0.872402 , 0.162484  , 0.401352  , 0.573035  , 0.408216  , 0.602028  , 0.38833   , 0.476418  , 0.512838  , 0.654071  , 0.352434  , 0.235322  , 0.457134  , 0.605481  , 0.308364  , 0.140847  , 0.378498  , 0.593425  , 0.0986947 , 0.181037  , 0.363702  , 0.460674  , 0.339641 , 0.399322  , 0.629274 , 0.743086 , 0.762355 , 0.35635   , 0.129255  , 0.113829  , 0.0891909 , 0.563427 , 0.159824  , 0.157764 , 0.126854  , 0.598581 , 0.322152 , 0.211572  , 0.181255  ,  0.70369   ,  0.558605  ,  0.472044  ,  0.29326
0.837484 ,0.716284 ,0.735253 ,0.788515 ,0.691383 ,0.718357 ,0.610271  ,0.914265 ,0.87832  ,0.875282 , 0.18542   , 0.411156  , 0.656391  , 0.468451  , 0.650115  , 0.424513  , 0.0571953 , 0.154673  , 0.324994  , 0.481015  , 0.121094  , 0.0644962 , 0.139715  , 0.443893  , 0.249147  , 0.0758216 , 0.147904  , 0.248083  , 0.50538   , 0.475503  , 0.355268  , 0.502037 , 0.502581  , 0.675195 , 0.740696 , 0.804823 , 0.501698  , 0.361622  , 0.306826  , 0.242591  , 0.652326 , 0.210288  , 0.214384 , 0.167292  , 0.659533 , 0.438861 , 0.334267  , 0.220572  , 0.770746  , 0.74581   , 0.632129  , 0.437053  , 0.837484 , 0.716284 , 0.735253 , 0.788515 , 0.691383 , 0.718357 , 0.610271  , 0.914265 , 0.87832  , 0.875282 , 0.18542   , 0.411156  , 0.656391  , 0.468451  , 0.650115  , 0.424513  , 0.0571953 , 0.154673  , 0.324994  , 0.481015  , 0.121094  , 0.0644962 , 0.139715  , 0.443893  , 0.249147  , 0.0758216 , 0.147904  , 0.248083  , 0.50538   , 0.475503  , 0.355268  , 0.502037 , 0.502581  , 0.675195 , 0.740696 , 0.804823 , 0.501698  , 0.361622  , 0.306826  , 0.242591  , 0.652326 , 0.210288  , 0.214384 , 0.167292  , 0.659533 , 0.438861 , 0.334267  , 0.220572  ,  0.770746  ,  0.74581   ,  0.632129  ,  0.437053
0.830801 ,0.716272 ,0.726759 ,0.770859 ,0.695774 ,0.726188 ,0.513132  ,0.901267 ,0.871323 ,0.867306 , 0.110799  , 0.076565  , 0.0748835 , 0.417022  , 0.398057  , 0.177112  , 0.268289  , 0.191082  , 0.143703  , 0.181058  , 0.168532  , 0.0724893 , 0.0349986 , 0.131206  , 0.126022  , 0.0507474 , 0.0438606 , 0.0730981 , 0.0737592 , 0.0776537 , 0.0528686 , 0.472347 , 0.487556  , 0.635885 , 0.60636  , 0.79212  , 0.227203  , 0.440535  , 0.414795  , 0.292739  , 0.360819 , 0.241734  , 0.388129 , 0.370361  , 0.500268 , 0.414598 , 0.397662  , 0.457632  , 0.523775  , 0.46944   , 0.446371  , 0.342501  , 0.830801 , 0.716272 , 0.726759 , 0.770859 , 0.695774 , 0.726188 , 0.513132  , 0.901267 , 0.871323 , 0.867306 , 0.110799  , 0.076565  , 0.0748835 , 0.417022  , 0.398057  , 0.177112  , 0.268289  , 0.191082  , 0.143703  , 0.181058  , 0.168532  , 0.0724893 , 0.0349986 , 0.131206  , 0.126022  , 0.0507474 , 0.0438606 , 0.0730981 , 0.0737592 , 0.0776537 , 0.0528686 , 0.472347 , 0.487556  , 0.635885 , 0.60636  , 0.79212  , 0.227203  , 0.440535  , 0.414795  , 0.292739  , 0.360819 , 0.241734  , 0.388129 , 0.370361  , 0.500268 , 0.414598 , 0.397662  , 0.457632  ,  0.523775  ,  0.46944   ,  0.446371  ,  0.342501
0.833262 ,0.712177 ,0.711653 ,0.79792  ,0.697113 ,0.71434  ,0.686574  ,0.929455 ,0.878231 ,0.876602 , 0.0876554 , 0.161377  , 0.150924  , 0.232155  , 0.527683  , 0.126366  , 0.253502  , 0.377215  , 0.319073  , 0.155247  , 0.425824  , 0.634078  , 0.811511  , 0.300212  , 0.308881  , 0.560324  , 0.621757  , 0.504602  , 0.645128  , 0.699601  , 0.808731  , 0.403021 , 0.535001  , 0.687103 , 0.591287 , 0.831184 , 0.224894  , 0.666833  , 0.51112   , 0.431338  , 0.209568 , 0.286522  , 0.245705 , 0.2049    , 0.214714 , 0.275939 , 0.144685  , 0.157836  , 0.177544  , 0.138408  , 0.0967818 , 0.0885417 , 0.833262 , 0.712177 , 0.711653 , 0.79792  , 0.697113 , 0.71434  , 0.686574  , 0.929455 , 0.878231 , 0.876602 , 0.0876554 , 0.161377  , 0.150924  , 0.232155  , 0.527683  , 0.126366  , 0.253502  , 0.377215  , 0.319073  , 0.155247  , 0.425824  , 0.634078  , 0.811511  , 0.300212  , 0.308881  , 0.560324  , 0.621757  , 0.504602  , 0.645128  , 0.699601  , 0.808731  , 0.403021 , 0.535001  , 0.687103 , 0.591287 , 0.831184 , 0.224894  , 0.666833  , 0.51112   , 0.431338  , 0.209568 , 0.286522  , 0.245705 , 0.2049    , 0.214714 , 0.275939 , 0.144685  , 0.157836  ,  0.177544  ,  0.138408  ,  0.0967818 ,  0.0885417
0.834731 ,0.712187 ,0.73305  ,0.739694 ,0.697685 ,0.689533 ,0.78055   ,0.933329 ,0.874682 ,0.878923 , 0.302313  , 0.48769   , 0.564581  , 0.73546   , 0.805839  , 0.385313  , 0.697262  , 0.625843  , 0.317841  , 0.491869  , 0.813993  , 0.853996  , 0.941109  , 0.720556  , 0.68542   , 0.739132  , 0.8778    , 0.7123    , 0.75314   , 0.815249  , 0.843511  , 0.433877 , 0.464691  , 0.531321 , 0.785715 , 0.806064 , 0.574141  , 0.593496  , 0.6206    , 0.489456  , 0.629642 , 0.66227   , 0.622905 , 0.625284  , 0.632351 , 0.706851 , 0.748502  , 0.711815  , 0.64066   , 0.640152  , 0.735846  , 0.660777  , 0.834731 , 0.712187 , 0.73305  , 0.739694 , 0.697685 , 0.689533 , 0.78055   , 0.933329 , 0.874682 , 0.878923 , 0.302313  , 0.48769   , 0.564581  , 0.73546   , 0.805839  , 0.385313  , 0.697262  , 0.625843  , 0.317841  , 0.491869  , 0.813993  , 0.853996  , 0.941109  , 0.720556  , 0.68542   , 0.739132  , 0.8778    , 0.7123    , 0.75314   , 0.815249  , 0.843511  , 0.433877 , 0.464691  , 0.531321 , 0.785715 , 0.806064 , 0.574141  , 0.593496  , 0.6206    , 0.489456  , 0.629642 , 0.66227   , 0.622905 , 0.625284  , 0.632351 , 0.706851 , 0.748502  , 0.711815  ,  0.64066   ,  0.640152  ,  0.735846  ,  0.660777
0.817258 ,0.703052 ,0.727494 ,0.795444 ,0.707488 ,0.630555 ,0.652364  ,0.956376 ,0.86393  ,0.905969 , 0.187149  , 0.169408  , 0.616354  , 0.77942   , 0.838272  , 0.358597  , 0.508005  , 0.55021   , 0.461253  , 0.539618  , 0.675859  , 0.724651  , 0.918571  , 0.692488  , 0.810284  , 0.7455    , 0.901765  , 0.75445   , 0.772787  , 0.774918  , 0.81687   , 0.430157 , 0.463367  , 0.527433 , 0.744838 , 0.85394  , 0.588315  , 0.87464   , 0.94785   , 0.856023  , 0.774431 , 0.714138  , 0.843966 , 0.892287  , 0.767495 , 0.724391 , 0.854987  , 0.820947  , 0.803242  , 0.7594    , 0.788709  , 0.880845  , 0.817258 , 0.703052 , 0.727494 , 0.795444 , 0.707488 , 0.630555 , 0.652364  , 0.956376 , 0.86393  , 0.905969 , 0.187149  , 0.169408  , 0.616354  , 0.77942   , 0.838272  , 0.358597  , 0.508005  , 0.55021   , 0.461253  , 0.539618  , 0.675859  , 0.724651  , 0.918571  , 0.692488  , 0.810284  , 0.7455    , 0.901765  , 0.75445   , 0.772787  , 0.774918  , 0.81687   , 0.430157 , 0.463367  , 0.527433 , 0.744838 , 0.85394  , 0.588315  , 0.87464   , 0.94785   , 0.856023  , 0.774431 , 0.714138  , 0.843966 , 0.892287  , 0.767495 , 0.724391 , 0.854987  , 0.820947  ,  0.803242  ,  0.7594    ,  0.788709  ,  0.880845
0.834952 ,0.706653 ,0.729882 ,0.803292 ,0.69788  ,0.506614 ,0.215728  ,0.948025 ,0.885257 ,0.93997  , 0.0863533 , 0.0898117 , 0.530225  , 0.672878  , 0.696977  , 0.274218  , 0.382759  , 0.399283  , 0.359826  , 0.447751  , 0.456822  , 0.734743  , 0.875997  , 0.477938  , 0.442503  , 0.527486  , 0.851806  , 0.503883  , 0.695586  , 0.565861  , 0.620554  , 0.362675 , 0.420273  , 0.407904 , 0.768159 , 0.833613 , 0.712563  , 0.840626  , 0.803318  , 0.936915  , 0.802973 , 0.825252  , 0.838097 , 0.852975  , 0.827364 , 0.74016  , 0.812255  , 0.786873  , 0.8007    , 0.777149  , 0.848354  , 0.825171  , 0.834952 , 0.706653 , 0.729882 , 0.803292 , 0.69788  , 0.506614 , 0.215728  , 0.948025 , 0.885257 , 0.93997  , 0.0863533 , 0.0898117 , 0.530225  , 0.672878  , 0.696977  , 0.274218  , 0.382759  , 0.399283  , 0.359826  , 0.447751  , 0.456822  , 0.734743  , 0.875997  , 0.477938  , 0.442503  , 0.527486  , 0.851806  , 0.503883  , 0.695586  , 0.565861  , 0.620554  , 0.362675 , 0.420273  , 0.407904 , 0.768159 , 0.833613 , 0.712563  , 0.840626  , 0.803318  , 0.936915  , 0.802973 , 0.825252  , 0.838097 , 0.852975  , 0.827364 , 0.74016  , 0.812255  , 0.786873  ,  0.8007    ,  0.777149  ,  0.848354  ,  0.825171
0.830573 ,0.696534 ,0.734933 ,0.816924 ,0.698788 ,0.47592  ,0.495624  ,0.934603 ,0.892103 ,0.929658 , 0.0219581 , 0.0479292 , 0.390053  , 0.729435  , 0.712841  , 0.315246  , 0.223939  , 0.275678  , 0.392268  , 0.377309  , 0.396344  , 0.287829  , 0.334308  , 0.320187  , 0.469872  , 0.508549  , 0.346831  , 0.214074  , 0.479941  , 0.477498  , 0.572031  , 0.364412 , 0.437916  , 0.473526 , 0.921736 , 0.852456 , 0.644315  , 0.69819   , 0.849963  , 0.864014  , 0.756609 , 0.756407  , 0.828928 , 0.828683  , 0.843603 , 0.57682  , 0.77872   , 0.775487  , 0.76605   , 0.754547  , 0.79251   , 0.830113  , 0.830573 , 0.696534 , 0.734933 , 0.816924 , 0.698788 , 0.47592  , 0.495624  , 0.934603 , 0.892103 , 0.929658 , 0.0219581 , 0.0479292 , 0.390053  , 0.729435  , 0.712841  , 0.315246  , 0.223939  , 0.275678  , 0.392268  , 0.377309  , 0.396344  , 0.287829  , 0.334308  , 0.320187  , 0.469872  , 0.508549  , 0.346831  , 0.214074  , 0.479941  , 0.477498  , 0.572031  , 0.364412 , 0.437916  , 0.473526 , 0.921736 , 0.852456 , 0.644315  , 0.69819   , 0.849963  , 0.864014  , 0.756609 , 0.756407  , 0.828928 , 0.828683  , 0.843603 , 0.57682  , 0.77872   , 0.775487  ,  0.76605   ,  0.754547  ,  0.79251   ,  0.830113
0.861768 ,0.692975 ,0.732693 ,0.791686 ,0.697515 ,0.618021 ,0.789542  ,0.920749 ,0.917504 ,0.941805 , 0.0819887 , 0.134079  , 0.249737  , 0.658867  , 0.804173  , 0.653942  , 0.773148  , 0.737469  , 0.967497  , 0.51663   , 0.523141  , 0.400098  , 0.482186  , 0.546004  , 0.320663  , 0.328397  , 0.401964  , 0.426727  , 0.47242   , 0.446879  , 0.503808  , 0.404165 , 0.438194  , 0.445331 , 0.82235  , 0.872995 , 0.740232  , 0.763502  , 0.871295  , 0.903215  , 0.783241 , 0.772899  , 0.818367 , 0.900261  , 0.826395 , 0.693308 , 0.809431  , 0.862957  , 0.795143  , 0.723733  , 0.870073  , 0.917326  , 0.861768 , 0.692975 , 0.732693 , 0.791686 , 0.697515 , 0.618021 , 0.789542  , 0.920749 , 0.917504 , 0.941805 , 0.0819887 , 0.134079  , 0.249737  , 0.658867  , 0.804173  , 0.653942  , 0.773148  , 0.737469  , 0.967497  , 0.51663   , 0.523141  , 0.400098  , 0.482186  , 0.546004  , 0.320663  , 0.328397  , 0.401964  , 0.426727  , 0.47242   , 0.446879  , 0.503808  , 0.404165 , 0.438194  , 0.445331 , 0.82235  , 0.872995 , 0.740232  , 0.763502  , 0.871295  , 0.903215  , 0.783241 , 0.772899  , 0.818367 , 0.900261  , 0.826395 , 0.693308 , 0.809431  , 0.862957  ,  0.795143  ,  0.723733  ,  0.870073  ,  0.917326
